Namn,Kon
dilber,F
dilda,F
dildora,F
dilek,F
dilem,F
dilfuza,F
dilhani,F
dilia,F
dilin,F
dilini,F
dilma,F
dilnaz,F
dilnoza,F
dilruba,F
dilrukshi,F
dilsa,F
dilsoz,F
dilva,F
dilveen,F
dilvin,F
dilyara,F
dima,F
dimah,F
diman,F
dimen,F
dimitra,F
dimitroula,F
dimitrova,F
dina,F
dinah,F
dinar,F
dinara,F
dindi,F
dine,F
dinka,F
dinna,F
dinora,F
dinore,F
dinusha,F
diona,F
dione,F
dionisia,F
dionne,F
dionysia,F
diora,F
dipti,F
diriye,F
dirkje,F
dis,F
disa,F
disha,F
dita,F
ditte,F
diva,F
divina,F
divine,F
divna,F
divora,F
divya,F
dixi,F
dixie,F
diya,F
diyala,F
diyana,F
diyora,F
diza,F
djama,F
djamila,F
djana,F
djellza,F
djemila,F
djenana,F
djenita,F
djula,F
djulja,F
djurdja,F
djurdjica,F
dlin,F
dlvin,F
dmitrievna,F
do,F
doa,F
doaa,F
doan,F
dobrila,F
dobrinka,F
dobroslawa,F
dodo,F
dofny,F
doftny,F
dögg,F
doha,F
doina,F
dojna,F
dokht,F
döl,F
dollan,F
dollerup,F
dolly,F
dolores,F
doloris,F
domenica,F
domenique,F
dominga,F
dominica,F
dominika,F
dominique,F
domino,F
dominyka,F
domnica,F
dona,F
donata,F
donatella,F
döndü,F
döne,F
dongmei,F
donia,F
donika,F
donita,F
donja,F
donjeta,F
donka,F
donna,F
donya,F
dora,F
dóra,F
dorcas,F
dordi,F
dordie,F
dordy,F
doreen,F
dorela,F
dorene,F
dorentina,F
dorethy,F
dorette,F
doria,F
doriana,F
dorien,F
dorina,F
dorinda,F
dorine,F
doris,F
dorit,F
dorita,F
dorith,F
dorka,F
dorkas,F
dorna,F
dorontina,F
dorota,F
dorotea,F
dorotéa,F
dorothea,F
dorothéa,F
dorothee,F
dorothée,F
dorothy,F
dorottya,F
doroty,F
dorriet,F
dorrit,F
dorrith,F
dorry,F
dorsa,F
dorsaf,F
dorte,F
dörte,F
dorthe,F
dorthea,F
dorthy,F
dorty,F
doruntina,F
dosta,F
dot,F
dotty,F
doua,F
douaa,F
douglasdotter,F
douha,F
dounia,F
dovile,F
draga,F
dragana,F
dragica,F
draginja,F
dragoslava,F
drazenka,F
drenka,F
drenusha,F
drifa,F
drilona,F
drina,F
drita,F
dua,F
duaa,F
duang,F
duangchai,F
duangchan,F
duangdao,F
duangduean,F
duangjai,F
duangkamol,F
duangkamon,F
duangporn,F
dubravka,F
duda,F
dudu,F
duha,F
dula,F
dulce,F
dumitra,F
dunia,F
duniya,F
duniyo,F
dunja,F
dunya,F
durdica,F
durga,F
dursuma,F
duru,F
dusanka,F
dusica,F
dusina,F
duska,F
dussina,F
duva,F
duyen,F
duygu,F
dwi,F
dyala,F
dyana,F
dyveke,F
dzana,F
dzehva,F
dzejla,F
dzejna,F
dzemila,F
dzemile,F
dzenana,F
dzeneta,F
dzenita,F
dzevada,F
dzevahira,F
dzevida,F
dzidra,F
dzintra,F
ea,F
ebaa,F
ebba,F
ebba-karin,F
ebba-li,F
ebba-lisa,F
ebba-stina,F
ebbesdotter,F
ebby,F
ebeltoft,F
ebere,F
ebla,F
ebon,F
ebonne,F
ebony,F
ebrar,F
ebru,F
ebtehal,F
ebtesam,F
ebtisam,F
ebtsam,F
ebyan,F
ecaterina,F
ece,F
ecem,F
ecrin,F
eda,F
edalia,F
edanur,F
edda,F
edel,F
edela,F
edelgard,F
edelmira,F
edeltraud,F
edeltraut,F
eden,F
edessa,F
edibe,F
edie,F
edina,F
edisa,F
edit,F
edita,F
edite,F
edith,F
editha,F
edla,F
edle,F
edlira,F
edmonda,F
edna,F
edny,F
edona,F
eduarda,F
eduardovna,F
edvarda,F
edvardina,F
edvardsdotter,F
edvina,F
edvinsdotter,F
edwarda,F
edwardsdotter,F
edwige,F
edwina,F
edyta,F
eedit,F
eedo,F
eerika,F
eeva,F
eeva liisa,F
eeva-kaarina,F
eeva-leena,F
eeva-liisa,F
eeva-maija,F
eevi,F
efat,F
effat,F
effi,F
effie,F
effrosyni,F
effy,F
efi,F
efia,F
efra,F
efrata,F
efrosini,F
efstathia,F
eftekhar,F
efthalia,F
efthimia,F
efthymia,F
eftichia,F
eftihia,F
eftimia,F
eftychia,F
efua,F
efva,F
efwa,F
egholm,F
egija,F
egilsdotter,F
eglantina,F
eglantine,F
egle,F
eglé,F
egshiglen,F
egzona,F
eh,F
eha,F
ehlimana,F
ehlin,F
ehlina,F
ehteram,F
ei,F
eia,F
eian,F
eida,F
eija,F
eija-liisa,F
eijla,F
eiko,F
eila,F
eilaf,F
eileen,F
eili,F
eilin,F
eily,F
eima,F
eiman,F
eimi,F
eimy,F
eina,F
einarsdotter,F
einas,F
eine,F
eini,F
einy,F
eir,F
eira,F
eirene,F
eirin,F
eirini,F
eiris,F
eiva,F
eivi,F
eivor,F
eivy,F
eiwor,F
eja,F
ejan,F
ejbritt,F
ejda,F
ejla,F
ejna,F
ejnarsdotter,F
ejny,F
ejona,F
ejra,F
ejris,F
ejvi,F
ejvor,F
ejvy,F
eka,F
ekaterina,F
ekaterine,F
ekaterini,F
ekbal,F
ekhlas,F
eklas,F
ekram,F
ekta,F
ekua,F
ela,F
elaf,F
elaha,F
elahe,F
elaheh,F
elain,F
elaina,F
elaine,F
elajne,F
elana,F
elanor,F
elanur,F
elaria,F
elayne,F
elba,F
elbjörg,F
elbritt,F
elcira,F
elda,F
eldana,F
eldbjörg,F
eldina,F
eldora,F
eldrid,F
elea,F
eleah,F
eleana,F
eleanor,F
eleanora,F
eleanore,F
electra,F
eleen,F
elefteria,F
eleftheria,F
elein,F
eleine,F
eleinor,F
elektra,F
elemina,F
elen,F
elén,F
elena,F
eléna,F
élena,F
elene,F
eléne,F
eleni,F
eléni,F
elenia,F
elenie,F
elenita,F
elenor,F
elenora,F
elenore,F
eleonoora,F
eleonor,F
eleonora,F
eleonore,F
eléonore,F
elesif,F
elesine,F
elesiv,F
elevira,F
elfat,F
elfete,F
elfi,F
elfida,F
elfie,F
elfije,F
elfrida,F
elfride,F
elfrieda,F
elfriede,F
elfva,F
elga,F
elham,F
elhame,F
elhana,F
elheme,F
elhuda,F
eliana,F
eliane,F
elianna,F
elianne,F
elica,F
elicabeth,F
elice,F
elicia,F
elida,F
elide,F
elienor,F
eliesa,F
eliese,F
elif,F
elife,F
eliin,F
eliina,F
eliisa,F
eliisabet,F
eliise,F
eliisi,F
elika,F
elilta,F
elim,F
elin,F
elín,F
elina,F
elinda,F
eline,F
elinn,F
elinne,F
elinor,F
elinora,F
elinore,F
elinoré,F
elinsdotter,F
elinur,F
eliona,F
elionor,F
elionora,F
elionore,F
eliora,F
elira,F
elisa,F
elísa,F
elisab,F
elisab.,F
elisabedt,F
elisabeht,F
elisabet,F
elisabeta,F
elisabete,F
elisabeth,F
elisa-beth,F
elisabetha,F
elisabethe,F
elisabett,F
elisabetta,F
elisabette,F
elisar,F
elisavet,F
elisaveta,F
elisbet,F
elisbeth,F
elisdotter,F
elise,F
elisé,F
élise,F
elisebeth,F
eliselott,F
elise-lotte,F
elise-marie,F
elisen,F
elisha,F
elisia,F
elisie,F
elisif,F
elisiv,F
elisive,F
eliska,F
elissa,F
elissar,F
elissavet,F
elita,F
elitsa,F
elitza,F
elivia,F
eliz,F
eliza,F
elizabet,F
elizabeta,F
elizabete,F
elizabeth,F
elizan,F
elizaveta,F
elize,F
elizia,F
elja,F
eljans,F
eljena,F
eljesa,F
elka,F
elke,F
ell,F
ella,F
ella britt,F
ella karin,F
ella-brita,F
ella-britt,F
ella-britta,F
ellada,F
ella-greta,F
ellah,F
ellaha,F
ella-karin,F
ella-li,F
ella-maj,F
ella-maria,F
ella-marie,F
ellan,F
ella-stina,F
ellbritt,F
ell-britt,F
elle,F
elle-kari,F
ellemina,F
ellen,F
ellena,F
elleni,F
ellenor,F
ellenora,F
ellenore,F
ellentin,F
ellentina,F
ellentine,F
elleonor,F
elleonora,F
elleonore,F
ellesiv,F
ellevi,F
elli,F
elliana,F
ellica,F
ellicka,F
ellida,F
ellie,F
ellienor,F
ellika,F
ellin,F
ellina,F
ellinor,F
ellinora,F
ellinore,F
ellionor,F
ellionora,F
ellionore,F
ellisiv,F
ellna,F
ellnor,F
ellus,F
ellvi,F
ellvy,F
elly,F
elly-britt,F
ellynor,F
elma,F
elmas,F
elmaza,F
elmaze,F
elmedina,F
elmida,F
elmiina,F
elmina,F
elmine,F
elmira,F
elmy,F
elna,F
elna-marie,F
elnara,F
elnaz,F
elnor,F
elny,F
elodia,F
elodie,F
elofsdotter,F
eloisa,F
eloise,F
elona,F
elone,F
elonora,F
elora,F
elouise,F
elpida,F
elpiniki,F
els,F
elsa,F
elsa maria,F
elsabet,F
elsabeth,F
elsa-brita,F
elsa-britt,F
elsa-britta,F
elsa-greta,F
elsa-karin,F
elsa-lena,F
elsa-li,F
elsalill,F
elsa-lill,F
elsa-maj,F
elsa-maria,F
elsa-marie,F
elsa-stina,F
elsbet,F
elsbeth,F
elsbritt,F
els-britt,F
else,F
else britt,F
else maj,F
else marie,F
elsebet,F
elsebeth,F
else-beth,F
elsebritt,F
else-britt,F
elsegärd,F
elsegerd,F
else-gerd,F
else-gun,F
elselill,F
else-lill,F
elsemaj,F
else-maj,F
else-mari,F
else-maria,F
elsemarie,F
else-marie,F
else-may,F
elsey,F
elsi,F
elsi-britt,F
elsie,F
elsie marie,F
elsie-britt,F
elsie-maj,F
elsie-mari,F
elsie-marie,F
elsi-maj,F
elsina,F
elsine,F
elsinore,F
elsita,F
elsiv,F
elske,F
els-maj,F
els-margret,F
elsmari,F
els-mari,F
elsmarie,F
els-marie,F
elspeth,F
elsveig,F
elsvig,F
elsy,F
elsy-britt,F
elsy-maj,F
eluney,F
elva,F
elvan,F
elvana,F
elvedina,F
elvi,F
elvia,F
elvida,F
elvie,F
elviira,F
elvina,F
elvine,F
elvira,F
elvire,F
elvisa,F
elvor,F
elvy,F
elwa,F
elwina,F
elwira,F
elwy,F
ely,F
elyana,F
elynor,F
elyse,F
elysia,F
elza,F
elzana,F
elzbieta,F
em,F
ema,F
emaan,F
eman,F
emanuela,F
emanuella,F
emanuelle,F
emanuelsdotter,F
embaye,F
ember,F
embla,F
emebet,F
emel,F
emelda,F
emeli,F
emelia,F
emélia,F
emelie,F
emelié,F
emélie,F
emelin,F
emelina,F
emelinda,F
emeline,F
emelinn,F
emelita,F
emelle,F
emellie,F
emely,F
emelyn,F
emerald,F
emerencia,F
emerentia,F
emerita,F
emese,F
emfrid,F
emi,F
emia,F
emica,F
emie,F
emika,F
emiko,F
emila,F
emilda,F
emili,F
emilia,F
emiliana,F
emilie,F
emilié,F
émilie,F
emilienne,F
emilija,F
emilina,F
emiliya,F
emilja,F
emilla,F
emillie,F
emilly,F
emilova,F
emilsdotter,F
emily,F
emilya,F
emilyn,F
emina,F
emine,F
eminella,F
emira,F
emire,F
emka,F
emla,F
emm,F
emma,F
emmah,F
emma-karin,F
emma-lee,F
emma-lena,F
emmali,F
emma-li,F
emmalie,F
emmalina,F
emma-lina,F
emmalisa,F
emma-lisa,F
emma-louise,F
emma-maria,F
emma-marie,F
emmanuela,F
emmanuella,F
emmanuelle,F
emma-sofia,F
emma-sofie,F
emma-stina,F
emme,F
emmeli,F
emmelie,F
emmelin,F
emmelina,F
emmelinda,F
emmeline,F
emmelinn,F
emmely,F
emmi,F
emmie,F
emmili,F
emmilie,F
emmily,F
emmy,F
emmylou,F
emmy-lou,F
emna,F
emnet,F
emöke,F
em-on,F
emperatriz,F
emra,F
emujin,F
emy,F
emylie,F
en,F
ena,F
enaam,F
enam,F
enana,F
enas,F
enbaba,F
encarnacion,F
ency,F
endis,F
endla,F
ene,F
enea,F
eneida,F
eneli,F
enelia,F
enerel,F
enesa,F
enette,F
eng,F
engel,F
engela,F
engelborg,F
engelina,F
engell,F
engla,F
engla-li,F
engli,F
englis,F
engly,F
enguun,F
engy,F
eni,F
enia,F
enid,F
enida,F
eniko,F
enikö,F
eniola,F
enisa,F
enise,F
enit,F
enita,F
enja,F
enji,F
enkeleda,F
enkhjargal,F
enkhjin,F
enkhtsetseg,F
enkhtuya,F
enna,F
enne,F
enni,F
ennie,F
enny,F
enrica,F
enrika,F
enriqueta,F
ensaf,F
ensi,F
ensieh,F
ensy,F
entela,F
entesar,F
entisar,F
envera,F
eny,F
enya,F
eola,F
eowyn,F
éowyn,F
epp,F
eptisam,F
er,F
era,F
eranda,F
erblina,F
ercilia,F
erda,F
erdenetsetseg,F
erdina,F
erén,F
erena,F
erene,F
erené,F
eréne,F
ereni,F
erenia,F
eri,F
eriana,F
erica,F
ericha,F
ericka,F
ericsdotter,F
erie,F
eriika,F
erika,F
eriko,F
eriksdotter,F
eriksdtr,F
erin,F
erina,F
erine,F
eriola,F
eriona,F
eris,F
erisa,F
erita,F
eritrea,F
erja,F
erjona,F
erkers,F
erkus,F
erla,F
erlandsdotter,F
erlinda,F
erlingsdotter,F
erma,F
ermelinda,F
ermina,F
erminia,F
ermioni,F
ermira,F
erna,F
ernada,F
ernesa,F
ernesta,F
ernestina,F
ernestine,F
ernstdotter,F
ernstine,F
erona,F
erry,F
ersdotter,F
erum,F
erva,F
ervina,F
ery,F
eryka,F
erza,F
erzana,F
erzebet,F
erzsebet,F
erzsébet,F
esada,F
esbjörnsdotter,F
escada,F
ese,F
esefa,F
esen,F
esengül,F
eseosa,F
esha,F
eshaal,F
eshal,F
eshrat,F
esi,F
esila,F
esin,F
eskedar,F
eskilsdotter,F
eslem,F
esma,F
esmahan,F
esmanur,F
esmaralda,F
esmat,F
esme,F
esmé,F
esmée,F
esmeralda,F
esmeray,F
esmina,F
esmira,F
esohe,F
esosa,F
esperance,F
esperanza,F
esra,F
esraa,F
essan,F
essi,F
essie,F
essma,F
essraa,F
essy,F
esta,F
estabraq,F
estefani,F
estefania,F
estefany,F
estela,F
estelita,F
estell,F
estella,F
estelle,F
ester,F
estera,F
estere,F
esteri,F
esther,F
estrella,F
estrellita,F
estrid,F
esttaifan,F
eszter,F
eta,F
etab,F
etaf,F
etana,F
etel,F
etelka,F
etelvina,F
etenesh,F
ethar,F
ethel,F
ethiopia,F
etidal,F
etna,F
etoile,F
etsegenet,F
etsuko,F
etta,F
etti,F
etty,F
eufemia,F
eufrosyna,F
eufrosyne,F
eugenia,F
eugénia,F
eugenie,F
eugénie,F
eulalia,F
eun,F
eunice,F
euphrosyne,F
eurene,F
europa,F
eusebia,F
eva,F
éva,F
eva britt,F
eva britta,F
eva carin,F
eva charlotta,F
eva charlotte,F
eva christina,F
eva gun,F
eva helena,F
eva karin,F
eva kristina,F
eva lena,F
eva lisa,F
eva lotta,F
eva maj,F
eva mari,F
eva maria,F
eva marie,F
eva-birgitta,F
eva-brita,F
evabritt,F
eva-britt,F
eva-britta,F
eva-carin,F
eva-carina,F
eva-catrin,F
eva-charlott,F
eva-charlotta,F
eva-charlotte,F
eva-christin,F
eva-christina,F
eva-christine,F
evagelia,F
eva-greta,F
eva-gun,F
eva-gunilla,F
eva-helen,F
eva-helena,F
eva-kajsa,F
eva-kari,F
eva-karin,F
eva-katrin,F
eva-kersti,F
eva-kerstin,F
eva-kristin,F
eva-kristina,F
evalda,F
evaldsdotter,F
evalena,F
eva-lena,F
evali,F
eva-li,F
evalie,F
eva-liisa,F
evalill,F
eva-lill,F
eva-lina,F
eva-linda,F
eva-linn,F
evalis,F
eva-lis,F
evalisa,F
eva-lisa,F
eva-lise,F
eva-liz,F
evalott,F
eva-lott,F
evalotta,F
eva-lotta,F
evalotte,F
eva-lotte,F
eva-louise,F
eva-maj,F
eva-margareta,F
eva-mari,F
evamaria,F
eva-maria,F
eva-marianne,F
evamarie,F
eva-marie,F
eva-märta,F
eva-may,F
eva-mia,F
eva-mona,F
evana,F
evangeli,F
evangelia,F
evangelin,F
evangelina,F
evangeline,F
evanna,F
evanthia,F
eva-pia,F
evasdotter,F
eva-sofie,F
eva-stina,F
evdokia,F
evdoxia,F
eve-britt,F
eveli,F
evelia,F
evelie,F
evelien,F
eveliina,F
evelin,F
evelina,F
eve-lina,F
eveline,F
evelinn,F
evely,F
evelyn,F
evelyne,F
evelynn,F
eve-marie,F
everly,F
everlyn,F
evertsdotter,F
evet,F
evgenia,F
evgenievna,F
evgeniia,F
evgenija,F
evgeniya,F
evgenjevna,F
evguenia,F
evi,F
evica,F
evie,F
evija,F
evilina,F
evilyn,F
evin,F
evina,F
evis,F
evita,F
evlin,F
evmorfia,F
evodia,F
evolet,F
evonne,F
evonny,F
evor,F
evrim,F
evy,F
evy-ann,F
evylin,F
evylina,F
evyline,F
evylon,F
evylyn,F
evy-marie,F
ewa,F
ewa-britt,F
ewa-carin,F
ewa-karin,F
ewalena,F
ewa-lena,F
ewa-lotta,F
ewa-maria,F
ewa-marie,F
ewelin,F
ewelina,F
eweline,F
ewelinn,F
ewelyn,F
ewi,F
ewie,F
ewonne,F
ewy,F
exenia,F
eya,F
eydis,F
eyerusalem,F
eyja,F
eyla,F
eylem,F
eylul,F
eylül,F
eyra,F
eyvor,F
ezdehar,F
ezdihar,F
ezgi,F
ezinne,F
ezmeralda,F
ezzahra,F
faaduma,F
faadumo,F
faaisa,F
fabia,F
fabiana,F
fabienne,F
fabiola,F
fabricius,F
fabronia,F
fadak,F
fadela,F
fadhila,F
fadia,F
fadila,F
fadile,F
fadima,F
fadimana,F
fadime,F
fadiya,F
fadja,F
fadma,F
fadomo,F
fadoua,F
faduma,F
fadumo,F
fadwa,F
fadya,F
fae,F
faegheh,F
faeza,F
faezeh,F
fahdi,F
faheema,F
fahema,F
fahima,F
fahime,F
fahimeh,F
fahimo,F
fahira,F
fahma,F
fahmida,F
fahmo,F
fahra,F
fahreta,F
fahrie,F
fahrija,F
fahrije,F
fahriye,F
faida,F
faihaa,F
faika,F
faina,F
fairooz,F
fairouz,F
fairoz,F
fairuz,F
faisa,F
faiso,F
faith,F
faiza,F
faizah,F
faize,F
faizeh,F
faizo,F
faketa,F
fakete,F
fakhria,F
fakhrieh,F
fakhrolsadat,F
falak,F
falastin,F
faline,F
falis,F
fam,F
fan,F
fana,F
fang,F
fangfang,F
fani,F
fanna,F
fanney,F
fanni,F
fannie,F
fanny,F
fanta,F
fantahun,F
fanus,F
faouzia,F
farah,F
farahnaz,F
faranak,F
farangis,F
farangiz,F
fardawsa,F
fardos,F
fardosa,F
fardous,F
fardousa,F
fardows,F
fardowsa,F
fardowso,F
fardowza,F
fardus,F
fardusa,F
fareda,F
fareeda,F
farh,F
farha,F
farhana,F
farhat,F
farhia,F
farhio,F
farhiya,F
farhiyo,F
faria,F
farial,F
fariba,F
farida,F
faridah,F
faride,F
farideh,F
fariha,F
farija,F
farije,F
farima,F
farimah,F
farina,F
farinaz,F
farishta,F
fariza,F
farjana,F
farkhondeh,F
farkhunda,F
farnaz,F
farnoosh,F
farnosh,F
farnoush,F
farrah,F
fartun,F
fartuun,F
farwa,F
farxiyo,F
faryal,F
farzana,F
farzanah,F
farzane,F
farzaneh,F
fata,F
fatama,F
fatana,F
fataneh,F
fatat,F
fatbardha,F
fate,F
fatem,F
fatema,F
fatemah,F
fateme,F
fatemeh,F
faten,F
fatena,F
fatha,F
fathallah,F
fathia,F
fathie,F
fathieh,F
fathima,F
fathiya,F
fathma,F
fati,F
fatiha,F
fatim,F
fatima,F
fátima,F
fatimah,F
fatima-zahra,F
fatime,F
fatimeh,F
fatin,F
fatina,F
fatjona,F
fatka,F
fatlinda,F
fatlume,F
fatma,F
fatmah,F
fatmanur,F
fatmata,F
fatme,F
fatmé,F
fatmeh,F
fatmira,F
fatmire,F
fatna,F
fatoma,F
fatoohi,F
fatou,F
fatoum,F
fatouma,F
fatoumata,F
fatoumatta,F
fatu,F
fatuma,F
fatumata,F
fatumo,F
fausta,F
faustina,F
faustyna,F
fauzia,F
favour,F
fawsia,F
fawsiya,F
fawzia,F
fawzie,F
fawzieh,F
fawziya,F
fay,F
faya,F
faye,F
fayezeh,F
fayrouz,F
faysa,F
fayza,F
fayzeh,F
faza,F
fazila,F
fazile,F
fazilet,F
fe,F
febe,F
feben,F
febronia,F
fedaa,F
federica,F
fedorovna,F
fedra,F
fee,F
fehima,F
fehime,F
fei,F
feifei,F
feime,F
felica,F
felice,F
félice,F
felicia,F
félicia,F
felicidad,F
felicija,F
felicita,F
felicitas,F
felicity,F
felicja,F
feliksa,F
felina,F
feline,F
felipa,F
felippa,F
felisa,F
felisia,F
feliz,F
felize,F
felizia,F
felizitas,F
fem,F
femke,F
fen,F
fenja,F
fenna,F
feodora,F
ferda,F
ferdane,F
ferdije,F
ferdos,F
ferdous,F
fereshta,F
fereshte,F
fereshteh,F
ferha,F
ferial,F
ferida,F
feride,F
feriha,F
fermina,F
fern,F
fernanda,F
fernande,F
feroza,F
feruz,F
feruza,F
feryal,F
festina,F
fetija,F
fetije,F
fetiye,F
feven,F
fevzije,F
fexhrije,F
fey,F
feyza,F
feza,F
fhebe,F
fhilippa,F
fia,F
fia-lotta,F
fibi,F
fida,F
fidaa,F
fiddeli,F
fiddelie,F
fideli,F
fidelia,F
fidelie,F
fie,F
fiffi,F
fifi,F
figen,F
figgé,F
fikadu,F
fikirte,F
fiknete,F
fikreta,F
fikrete,F
fikrija,F
fikrije,F
fikriye,F
filia,F
filicia,F
filipa,F
filipha,F
filippa,F
filipsdotter,F
filis,F
filiz,F
fillippa,F
filloreta,F
filmawit,F
filomena,F
filsan,F
fima,F
fina,F
finja,F
fiola,F
fiona,F
fiorella,F
fiori,F
firdes,F
firdevs,F
firdews,F
firdos,F
firdowsa,F
firel,F
firial,F
firoozeh,F
firouzeh,F
firoza,F
firozeh,F
firuza,F
firyal,F
fisahaye,F
fithawit,F
fitnete,F
fitore,F
fix,F
fiyori,F
fiza,F
fizza,F
fjola,F
fjolla,F
fkadu,F
flaka,F
flaminia,F
flavia,F
flávia,F
flayyih,F
fleur,F
flinga,F
flisa,F
flisan,F
fllanza,F
floare,F
floarea,F
floor,F
flor,F
flora,F
florance,F
flordeliza,F
flore,F
florence,F
florencé,F
florencia,F
florens,F
florense,F
florenta,F
florentia,F
florentina,F
florentine,F
florenze,F
flores,F
floria,F
floriana,F
floriane,F
florica,F
florida,F
florie,F
florije,F
florika,F
florina,F
florinda,F
florine,F
florita,F
florry,F
flory,F
flurije,F
flutra,F
flutura,F
folasade,F
folashade,F
folkesdotter,F
fong,F
foos,F
forogh,F
foroogh,F
forough,F
forouzan,F
forozan,F
fortesa,F
fortuna,F
fosia,F
fosiya,F
foteini,F
fotima,F
fotini,F
fouzia,F
fouzieh,F
fowsia,F
fowsiya,F
fowsiyo,F
fowzia,F
fozia,F
fozieh,F
franca,F
france,F
frances,F
francesca,F
franceska,F
francess,F
franchesca,F
francheska,F
francia,F
francie,F
francina,F
francine,F
francisca,F
franciska,F
franciszka,F
francoise,F
françoise,F
francy,F
franka,F
franksdotter,F
fransilia,F
fransina,F
fransine,F
fransisca,F
fransiska,F
fransy,F
franzina,F
franzine,F
franziska,F
franzy,F
frauke,F
freda,F
frederica,F
frederika,F
frederike,F
frederikke,F
frederique,F
frédérique,F
fredrica,F
fredricka,F
fredrika,F
fredrike,F
fredrikke,F
fredriksdotter,F
fredrique,F
fredsdotter,F
frehiwet,F
frehiwot,F
freia,F
freija,F
freiya,F
freja,F
freselam,F
freshta,F
freshteh,F
fresia,F
freweini,F
freweyni,F
frewini,F
freya,F
freyja,F
frial,F
frida,F
fridah,F
frida-maria,F
frideb,F
frideborg,F
frideriki,F
fridha,F
frieda,F
friedel,F
friederike,F
friedrike,F
frigga,F
frishta,F
fritzi,F
fritzine,F
frö,F
fröja,F
fröjdis,F
fröydis,F
frozan,F
frtuna,F
fruzsina,F
fryal,F
fshaye,F
fthawit,F
fu,F
fulya,F
fumiko,F
fun,F
funda,F
fung,F
funmilayo,F
furaha,F
furtuna,F
füsun,F
fyori,F
gabija,F
gabriela,F
gabriele,F
gabrielé,F
gabriella,F
gabrielle,F
gabrielsdotter,F
gabrijela,F
gaby,F
gada,F
gadir,F
gaelle,F
gaëlle,F
gai,F
gaia,F
gaida,F
gail,F
gailan,F
gaja,F
gajane,F
gala,F
galadriel,F
galavizh,F
galawesh,F
galawez,F
galawezh,F
galia,F
galina,F
galya,F
galyna,F
gamila,F
gamze,F
gana,F
ganchimeg,F
ganga,F
ganimet,F
ganimete,F
ganna,F
gantsetseg,F
gara,F
garbo,F
gärd,F
gärda,F
gardenia,F
gärdis,F
gärdsback,F
gärdy,F
gargi,F
garima,F
gärtrud,F
gashaw,F
gashbin,F
gatea,F
gathoni,F
gauri,F
gåva,F
gawhar,F
gayane,F
gayani,F
gayathri,F
gayatri,F
gaye,F
gayle,F
gazal,F
gazale,F
gazali,F
ge,F
gea,F
geanina,F
gebray,F
gebreegziabher,F
gebremedhin,F
gebremeskel,F
gebremikael,F
gebreyohannes,F
gebrezgabher,F
geertje,F
geertruida,F
geeta,F
geetha,F
gehan,F
geine,F
gelareh,F
gelas,F
gelena,F
gelila,F
gema,F
gemima,F
gemina,F
gemma,F
gen,F
gena,F
genan,F
gene,F
genesis,F
genet,F
geneva,F
genevieve,F
geneviéve,F
geneviève,F
geni,F
genia,F
genja,F
gennadievna,F
gennadjevna,F
gennet,F
genovefa,F
genoveva,F
genowefa,F
genta,F
gentiana,F
gentijana,F
georget,F
georgeta,F
georgette,F
georgia,F
georgiana,F
georgieva,F
georgievna,F
georgina,F
georgine,F
georgsdotter,F
geovanna,F
geralda,F
geraldina,F
geraldine,F
géraldine,F
